TIB L1	0.881	0.000
TIB L2	0.878	0.000
TIB L3	0.908	0.000
TIB L4	0.905	0.000
TOB L1	0.903	0.000
TOB L2	0.911	0.000
TOB L3	0.920	0.000
TOB L4	0.944	0.000
TOB L5	0.971	0.000
TID D1	0.914	0.000
TID D2	0.906	0.000
TID D3	0.897	0.000
TEC D1	0.934	0.000
TEC D2	0.924	0.000
TEC D3	0.923	0.000
TEC D4	0.921	0.000
TEC D5	0.929	0.000
TEC D6	0.938	0.000
TEC D7	0.932	0.000
TEC D8	0.952	0.000
