TIB L1	0.881	0.000
TIB L2	0.878	0.000
TIB L3	0.908	0.000
TIB L4	0.905	0.000
TOB L1	0.903	0.000
TOB L2	0.911	0.000
TOB L3	0.920	0.000
TOB L4	0.944	0.000
TOB L5	0.971	0.000
TID R1	0.902	0.000
TID R2	0.901	0.000
TID R3	0.936	0.000
TEC R1	0.912	0.000
TEC R2	0.921	0.000
TEC R3	0.935	0.000
TEC R4	0.941	0.000
TEC R5	0.927	0.000
TEC R6	0.953	0.000
